Title,Vernicular title,Author,contributor,Is part of,Related titles,Publisher,Year Published,Upplaga,Format,Language,Subject,Keywords,Description,Identifier,Source,Bound with,Permalink
['The power of qualitative research in the era of social media'],,"['Branthwaite, Alan ', ' Patterson, Simon']",['nan'],"Qualitative market research, 2011-09, Vol.14 (4), p.430-440",,Bradford: Emerald Group Publishing Limited,,,,English,"['Attitudes ', ' Blogs ', ' Culture ', ' Data Collection ', ' Experimental design ', ' Internet ', ' Marketing research ', ' Qualitative research ', ' Social media ', ' Social networks ', ' Software ', ' Validity']","['Automated content analysis ', ' Brands ', ' Ethnography ', ' Public relations agencies ', ' Research methodology ', ' Social media monitoring ', ' Social research ', ' Studies']","['Purpose - The electronic social media such as Twitter, Facebook, MySpace, etc. have become a major form of communication, and the expression of attitudes and opinions, for the general public. Recently, they have also become a source of data for market researchers. This paper aims to provide a critical look at the advantages and limitations of such an approach to understanding brand perceptions and attitudes in the market place. Although the social media provide a wealth of data for automated content analyses, this review questions the validity and reliability of this research approach, and concludes that social media monitoring (SMM) is a poor substitute for in-depth qualitative research which has many advantages and benefits.Design methodology approach - The paper presents a detailed, systematic comparison of various research approaches. These include well-established methods and recent inventions which are in use to explore and understand consumer behaviour and attitudes. Particular attention is given to the analysis of spontaneous consumer attitudes as expressed through the social media and also in qualitative research interviews.Findings - This analysis concludes that there are three critical features which differentiate qualitative research (as practised in IDIs and group discussions) from SMM. These are: the direct, interactive dialogue or conversation between consumers and researchers', ' the facility to ""listen"" and attend to the (sometimes unspoken) underlying narrative which connects consumers\' needs and aspirations, personal goals and driving forces to behaviour and brand choice', ' and the dynamic, interactive characteristics of the interview that achieve a meeting of minds to produce a shared understanding. Philosophically, it is this ""conversation"" that gives qualitative research its validity and authenticity which makes it superior to SMM.Originality value - This review questions the validity and reliability of the SMM, and concludes that it is a poor substitute for in-depth qualitative research which has many advantages and benefits.']","['ISSN: 1352-2752', ' EISSN: 1758-7646', ' DOI: 10.1108/13522751111163245']", Access via ABI/INFORM (ProQuest),,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_emerald_primary_10_1108_13522751111163245
['The power of qualitative research in the era of social media'],,"['Branthwaite, Alan ', ' Patterson, Simon']",['nan'],"Qualitative market research, 2011-09, Vol.14 (4), p.430-440",,Bradford: Emerald Group Publishing Limited,,,,English,"['Attitudes ', ' Blogs ', ' Culture ', ' Data Collection ', ' Experimental design ', ' Internet ', ' Marketing research ', ' Qualitative research ', ' Social media ', ' Social networks ', ' Software ', ' Validity']","['Automated content analysis ', ' Brands ', ' Ethnography ', ' Public relations agencies ', ' Research methodology ', ' Social media monitoring ', ' Social research ', ' Studies']","['Purpose - The electronic social media such as Twitter, Facebook, MySpace, etc. have become a major form of communication, and the expression of attitudes and opinions, for the general public. Recently, they have also become a source of data for market researchers. This paper aims to provide a critical look at the advantages and limitations of such an approach to understanding brand perceptions and attitudes in the market place. Although the social media provide a wealth of data for automated content analyses, this review questions the validity and reliability of this research approach, and concludes that social media monitoring (SMM) is a poor substitute for in-depth qualitative research which has many advantages and benefits.Design methodology approach - The paper presents a detailed, systematic comparison of various research approaches. These include well-established methods and recent inventions which are in use to explore and understand consumer behaviour and attitudes. Particular attention is given to the analysis of spontaneous consumer attitudes as expressed through the social media and also in qualitative research interviews.Findings - This analysis concludes that there are three critical features which differentiate qualitative research (as practised in IDIs and group discussions) from SMM. These are: the direct, interactive dialogue or conversation between consumers and researchers', ' the facility to ""listen"" and attend to the (sometimes unspoken) underlying narrative which connects consumers\' needs and aspirations, personal goals and driving forces to behaviour and brand choice', ' and the dynamic, interactive characteristics of the interview that achieve a meeting of minds to produce a shared understanding. Philosophically, it is this ""conversation"" that gives qualitative research its validity and authenticity which makes it superior to SMM.Originality value - This review questions the validity and reliability of the SMM, and concludes that it is a poor substitute for in-depth qualitative research which has many advantages and benefits.']","['ISSN: 1352-2752', ' EISSN: 1758-7646', ' DOI: 10.1108/13522751111163245']", ProQuest One Business,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_emerald_primary_10_1108_13522751111163245
['The power of qualitative research in the era of social media'],,"['Branthwaite, Alan ', ' Patterson, Simon']",['nan'],"Qualitative market research, 2011-09, Vol.14 (4), p.430-440",,Bradford: Emerald Group Publishing Limited,,,,English,"['Attitudes ', ' Blogs ', ' Culture ', ' Data Collection ', ' Experimental design ', ' Internet ', ' Marketing research ', ' Qualitative research ', ' Social media ', ' Social networks ', ' Software ', ' Validity']","['Automated content analysis ', ' Brands ', ' Ethnography ', ' Public relations agencies ', ' Research methodology ', ' Social media monitoring ', ' Social research ', ' Studies']","['Purpose - The electronic social media such as Twitter, Facebook, MySpace, etc. have become a major form of communication, and the expression of attitudes and opinions, for the general public. Recently, they have also become a source of data for market researchers. This paper aims to provide a critical look at the advantages and limitations of such an approach to understanding brand perceptions and attitudes in the market place. Although the social media provide a wealth of data for automated content analyses, this review questions the validity and reliability of this research approach, and concludes that social media monitoring (SMM) is a poor substitute for in-depth qualitative research which has many advantages and benefits.Design methodology approach - The paper presents a detailed, systematic comparison of various research approaches. These include well-established methods and recent inventions which are in use to explore and understand consumer behaviour and attitudes. Particular attention is given to the analysis of spontaneous consumer attitudes as expressed through the social media and also in qualitative research interviews.Findings - This analysis concludes that there are three critical features which differentiate qualitative research (as practised in IDIs and group discussions) from SMM. These are: the direct, interactive dialogue or conversation between consumers and researchers', ' the facility to ""listen"" and attend to the (sometimes unspoken) underlying narrative which connects consumers\' needs and aspirations, personal goals and driving forces to behaviour and brand choice', ' and the dynamic, interactive characteristics of the interview that achieve a meeting of minds to produce a shared understanding. Philosophically, it is this ""conversation"" that gives qualitative research its validity and authenticity which makes it superior to SMM.Originality value - This review questions the validity and reliability of the SMM, and concludes that it is a poor substitute for in-depth qualitative research which has many advantages and benefits.']","['ISSN: 1352-2752', ' EISSN: 1758-7646', ' DOI: 10.1108/13522751111163245']", ProQuest Central,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_emerald_primary_10_1108_13522751111163245
['The power of code: women and the making of the digital world'],,"['Klinger, Ulrike ', ' Svensson, Jakob']",['nan'],"Information, communication & society, 2021-10, Vol.24 (14), p.2075-2090",,ABINGDON: Routledge,,,,English,"['Communication ', ' Gender ', ' Social sciences ', ' Sociology']","['communication studies ', ' computer-mediated-communication ', ' ICTs']","['Most research on gender and digital communication centers on how women use digital media, how they participate online, or how they are treated in online forums and social media. This article, in contrast, approaches gender from a behind the screen perspective. How algorithms and platforms are created, designed, and maintained, the affordances they provide for users and how they govern the ways users communicate with each other, has a major impact on digital communication. However, it is mostly men who create these technologies. Our study approaches technologies as socio-cultural, departing from the concept of network media logic. Empirically, it is based on (1) the review of a diverse body of literature from the history of programming, professional sociology, and computer science and documents such as the diversity reports from tech giants, as well as on (2) 64 semi-structured expert interviews conducted with male and female programmers in seven countries over a time-period of four years. Results show that the gender gap continues to run deep. We report results in four dimensions: professional culture, pervasive stereotypes, lack of role models and typical career paths.']","['ISSN: 1369-118X', ' ISSN: 1468-4462', ' EISSN: 1468-4462', ' DOI: 10.1080/1369118X.2021.1962947']",Bibsam Taylor & Francis SSH + S&T Library 2022-2024,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_webofscience_primary_000682844300001
['The power of code: women and the making of the digital world'],,"['Klinger, Ulrike ', ' Svensson, Jakob']",['nan'],"Information, communication & society, 2021-10, Vol.24 (14), p.2075-2090",,ABINGDON: Routledge,,,,English,"['Communication ', ' Gender ', ' Social sciences ', ' Sociology']","['communication studies ', ' computer-mediated-communication ', ' ICTs']","['Most research on gender and digital communication centers on how women use digital media, how they participate online, or how they are treated in online forums and social media. This article, in contrast, approaches gender from a behind the screen perspective. How algorithms and platforms are created, designed, and maintained, the affordances they provide for users and how they govern the ways users communicate with each other, has a major impact on digital communication. However, it is mostly men who create these technologies. Our study approaches technologies as socio-cultural, departing from the concept of network media logic. Empirically, it is based on (1) the review of a diverse body of literature from the history of programming, professional sociology, and computer science and documents such as the diversity reports from tech giants, as well as on (2) 64 semi-structured expert interviews conducted with male and female programmers in seven countries over a time-period of four years. Results show that the gender gap continues to run deep. We report results in four dimensions: professional culture, pervasive stereotypes, lack of role models and typical career paths.']","['ISSN: 1369-118X', ' ISSN: 1468-4462', ' EISSN: 1468-4462', ' DOI: 10.1080/1369118X.2021.1962947']", Scopus,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_webofscience_primary_000682844300001
['The power of code: women and the making of the digital world'],,"['Klinger, Ulrike ', ' Svensson, Jakob']",['nan'],"Information, communication & society, 2021-10, Vol.24 (14), p.2075-2090",,ABINGDON: Routledge,,,,English,"['Communication ', ' Gender ', ' Social sciences ', ' Sociology']","['communication studies ', ' computer-mediated-communication ', ' ICTs']","['Most research on gender and digital communication centers on how women use digital media, how they participate online, or how they are treated in online forums and social media. This article, in contrast, approaches gender from a behind the screen perspective. How algorithms and platforms are created, designed, and maintained, the affordances they provide for users and how they govern the ways users communicate with each other, has a major impact on digital communication. However, it is mostly men who create these technologies. Our study approaches technologies as socio-cultural, departing from the concept of network media logic. Empirically, it is based on (1) the review of a diverse body of literature from the history of programming, professional sociology, and computer science and documents such as the diversity reports from tech giants, as well as on (2) 64 semi-structured expert interviews conducted with male and female programmers in seven countries over a time-period of four years. Results show that the gender gap continues to run deep. We report results in four dimensions: professional culture, pervasive stereotypes, lack of role models and typical career paths.']","['ISSN: 1369-118X', ' ISSN: 1468-4462', ' EISSN: 1468-4462', ' DOI: 10.1080/1369118X.2021.1962947']"," Social Sciences Citation Index<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_webofscience_primary_000682844300001
['The power of code: women and the making of the digital world'],,"['Klinger, Ulrike ', ' Svensson, Jakob']",['nan'],"Information, communication & society, 2021-10, Vol.24 (14), p.2075-2090",,ABINGDON: Routledge,,,,English,"['Communication ', ' Gender ', ' Social sciences ', ' Sociology']","['communication studies ', ' computer-mediated-communication ', ' ICTs']","['Most research on gender and digital communication centers on how women use digital media, how they participate online, or how they are treated in online forums and social media. This article, in contrast, approaches gender from a behind the screen perspective. How algorithms and platforms are created, designed, and maintained, the affordances they provide for users and how they govern the ways users communicate with each other, has a major impact on digital communication. However, it is mostly men who create these technologies. Our study approaches technologies as socio-cultural, departing from the concept of network media logic. Empirically, it is based on (1) the review of a diverse body of literature from the history of programming, professional sociology, and computer science and documents such as the diversity reports from tech giants, as well as on (2) 64 semi-structured expert interviews conducted with male and female programmers in seven countries over a time-period of four years. Results show that the gender gap continues to run deep. We report results in four dimensions: professional culture, pervasive stereotypes, lack of role models and typical career paths.']","['ISSN: 1369-118X', ' ISSN: 1468-4462', ' EISSN: 1468-4462', ' DOI: 10.1080/1369118X.2021.1962947']", Access via Taylor & Francis (Open Access Collection),,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_webofscience_primary_000682844300001
['JASIST Special Issue Editorial: Re‐orienting search engine research in information science'],,"['Lewandowski, Dirk ', ' Haider, Jutta ', ' Sundin, Olof']",['nan'],"Journal of the Association for Information Science and Technology, 2024-05, Vol.75 (5), p.503-511",,"Hoboken, USA: John Wiley & Sons, Inc",,,,English,"['Computer science ', ' Social sciences ', ' Technology']","['Biblioteks- och informationsvetenskap ', ' Computer Science, Information Systems ', ' Information Science & Library Science ', ' Information Studies ', ' Library and Information Science ', ' Media and Communications ', ' Medie- och kommunikationsvetenskap ', ' Samhällsvetenskap ', ' Science & Technology']",['nan'],"['ISSN: 2330-1635', ' ISSN: 2330-1643', ' EISSN: 2330-1643', ' DOI: 10.1002/asi.24845']",Access via Wiley Online Library,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_swepub_primary_oai_lup_lub_lu_se_25e316ea_1436_474b_86a1_20d21b3efbbf
['JASIST Special Issue Editorial: Re‐orienting search engine research in information science'],,"['Lewandowski, Dirk ', ' Haider, Jutta ', ' Sundin, Olof']",['nan'],"Journal of the Association for Information Science and Technology, 2024-05, Vol.75 (5), p.503-511",,"Hoboken, USA: John Wiley & Sons, Inc",,,,English,"['Computer science ', ' Social sciences ', ' Technology']","['Biblioteks- och informationsvetenskap ', ' Computer Science, Information Systems ', ' Information Science & Library Science ', ' Information Studies ', ' Library and Information Science ', ' Media and Communications ', ' Medie- och kommunikationsvetenskap ', ' Samhällsvetenskap ', ' Science & Technology']",['nan'],"['ISSN: 2330-1635', ' ISSN: 2330-1643', ' EISSN: 2330-1643', ' DOI: 10.1002/asi.24845']"," Science Citation Index Expanded<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_swepub_primary_oai_lup_lub_lu_se_25e316ea_1436_474b_86a1_20d21b3efbbf
['JASIST Special Issue Editorial: Re‐orienting search engine research in information science'],,"['Lewandowski, Dirk ', ' Haider, Jutta ', ' Sundin, Olof']",['nan'],"Journal of the Association for Information Science and Technology, 2024-05, Vol.75 (5), p.503-511",,"Hoboken, USA: John Wiley & Sons, Inc",,,,English,"['Computer science ', ' Social sciences ', ' Technology']","['Biblioteks- och informationsvetenskap ', ' Computer Science, Information Systems ', ' Information Science & Library Science ', ' Information Studies ', ' Library and Information Science ', ' Media and Communications ', ' Medie- och kommunikationsvetenskap ', ' Samhällsvetenskap ', ' Science & Technology']",['nan'],"['ISSN: 2330-1635', ' ISSN: 2330-1643', ' EISSN: 2330-1643', ' DOI: 10.1002/asi.24845']", Scopus,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_swepub_primary_oai_lup_lub_lu_se_25e316ea_1436_474b_86a1_20d21b3efbbf
['JASIST Special Issue Editorial: Re‐orienting search engine research in information science'],,"['Lewandowski, Dirk ', ' Haider, Jutta ', ' Sundin, Olof']",['nan'],"Journal of the Association for Information Science and Technology, 2024-05, Vol.75 (5), p.503-511",,"Hoboken, USA: John Wiley & Sons, Inc",,,,English,"['Computer science ', ' Social sciences ', ' Technology']","['Biblioteks- och informationsvetenskap ', ' Computer Science, Information Systems ', ' Information Science & Library Science ', ' Information Studies ', ' Library and Information Science ', ' Media and Communications ', ' Medie- och kommunikationsvetenskap ', ' Samhällsvetenskap ', ' Science & Technology']",['nan'],"['ISSN: 2330-1635', ' ISSN: 2330-1643', ' EISSN: 2330-1643', ' DOI: 10.1002/asi.24845']"," Social Sciences Citation Index<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_swepub_primary_oai_lup_lub_lu_se_25e316ea_1436_474b_86a1_20d21b3efbbf
['JASIST Special Issue Editorial: Re‐orienting search engine research in information science'],,"['Lewandowski, Dirk ', ' Haider, Jutta ', ' Sundin, Olof']",['nan'],"Journal of the Association for Information Science and Technology, 2024-05, Vol.75 (5), p.503-511",,"Hoboken, USA: John Wiley & Sons, Inc",,,,English,"['Computer science ', ' Social sciences ', ' Technology']","['Biblioteks- och informationsvetenskap ', ' Computer Science, Information Systems ', ' Information Science & Library Science ', ' Information Studies ', ' Library and Information Science ', ' Media and Communications ', ' Medie- och kommunikationsvetenskap ', ' Samhällsvetenskap ', ' Science & Technology']",['nan'],"['ISSN: 2330-1635', ' ISSN: 2330-1643', ' EISSN: 2330-1643', ' DOI: 10.1002/asi.24845']", Wiley Online Library Database Model 2024,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_swepub_primary_oai_lup_lub_lu_se_25e316ea_1436_474b_86a1_20d21b3efbbf
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']",SAGE Premier 2017,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']", International Bibliography of the Social Sciences (IBSS),,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']", SAGE: Journals Publish & Read 2024-2027: Bibsam,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']", Scopus,,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']"," Web of Science - Social Sciences Citation Index - 2016<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']"," Social Sciences Citation Index<img src=""https://exlibris-pub.s3.amazonaws.com/fromwos-v2.jpg"" />",,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
['Parasite or Partner? Coverage of Google News in an Era of News Aggregation'],,"['Chyi, Hsiang Iris ', ' Lewis, Seth C. ', ' Zheng, Nan']",['nan'],"Journalism & mass communication quarterly, 2016-12, Vol.93 (4), p.789-815",,"Los Angeles, CA: SAGE Publications",,,,English,"['Advertising ', ' Algorithms ', ' Authorship ', ' Automation ', ' Communication ', ' Electronic information resource searching ', ' Executives ', ' Geographic Locations ', ' Journalism ', ' Occupations ', ' Parasites ', ' Political planning ', ' Press ', ' Professions ', ' Public policy ', ' Search engines ', ' Social sciences ', ' Sociology ', ' United States']","['aggregation ', ' Collaboration ', ' Content analysis ', ' facticity ', ' Google News ', ' Literature Reviews ', ' New York Times Co ', ' news coverage ', ' news sourcing ', ' Newspaper industry ', ' sociology of professions']","['With online news aggregators outperforming most traditional media sites, some news executives have accused Google News of stealing their content, even as they rely on Google for exposure. Through a content analysis, this study examines how leading traditional news providers and trade publications, during the 2007-2010 financial shock for U.S. newspapers, covered the newspaper industry’s delicate relationship with Google. Results indicate that such coverage de-emphasized the non-advertising nature of Google News, ignored readers’ views, and used emotion-laden language (e.g., sensational accusations against Google of “stealing” newspaper content or being a “parasite”). Although Google was often portrayed as the enemy, most coverage suggested that newspapers should work with Google, pointing to the challenge of assessing Google’s role in an unfolding era of news aggregation.']","['ISSN: 1077-6990', ' EISSN: 2161-430X', ' DOI: 10.1177/1077699016629370', ' CODEN: JOQUAX']", Access via ABI/INFORM (ProQuest),,https://gslg-hb.primo.exlibrisgroup.com/permalink/46GSLG_BORAS/o2sdmu/cdi_proquest_miscellaneous_1866655549
